source_row,column_index_zero_based,source_header,source_value,missing
180,25,to binder ratio,,True
180,26,Ladle furnace steel slag,,True
180,27,to binder ratio,,True
180,28,MgO(Magnesium Oxide)-activated slag,,True
180,29,to binder ratio,,True
180,30,blast furnace slag,blast furnace slag,False
180,31,to binder ratio,0.5,False
180,32,limestone powder,,True
180,33,to binder ratio,,True
180,34,Low grade calcined clay,,True
180,35,to binder ratio,,True
180,36,High grade calcined clay,,True
180,37,to binder ratio,,True
180,38,Metakaolin,,True
180,39,to binder ratio,,True
180,40,"Water-Binder 
Ratio",0.35,False
180,41,"Sand-Binder
Ratio",1.7,False
180,42,Sand Size(mm),Fine aggregates（0-2），Natural coarse aggregate（0-8）：0.71：0.29,False
180,43,Sand Size(mm),1.9,False
180,44,Admixture     (% Wob),Superplasticizer=0.7，VMA=0.1,False
180,45,HRWRA,,True
180,46,to binder ratio,,True
180,47,VMA,VMA,False
180,48,to binder ratio,0.1,False
180,49,Superplasticiser,Superplasticiser,False
180,50,to binder ratio,0.7,False
180,51,HPMC,,True
180,52,to binder ratio,,True
180,53,nano clay,,True
180,54,to binder ratio,,True
180,55,Sodium gluconate,,True
180,56,to binder ratio,,True
180,57,sodium lignosulfonate,,True
180,58,to binder ratio,,True
180,59,thicker agent,,True
180,60,to binder ratio,,True
180,61,retarder agent,,True
180,62,to binder ratio,,True
180,63,accelerating agent,,True
180,64,to binder ratio,,True
180,65,Air-entraining agent,,True
180,66,to binder ratio,,True
180,67,microcrystalline cellulose,,True
180,68,to binder ratio,,True
180,69,Alkaline reagent,,True
180,70,to binder ratio,,True
180,71,Activator,,True
180,72,to binder ratio,,True
180,73,rheology modifier,,True
180,74,to binder ratio,,True
180,75,early strength agent,,True
180,76,to binder ratio,,True
180,77,hydration inhibitor,,True
180,78,to binder ratio,,True
180,79,"PP Fibers,
Otherwise, as
Stated (% Wob)",,True
180,80,polypropylene fibers,,True
180,81,to binder ratio,,True
180,82,"Polyethylene
fiber",,True
180,83,to binder ratio,,True
180,84,glass fiber,,True
180,85,to binder ratio,,True
180,86,Steel fibers,,True
180,87,to binder ratio,,True
180,88,polyvinyl alcohol (PVA) fibres,,True
180,89,to binder ratio,,True
180,90,Basalt fiber,,True
180,91,to binder ratio,,True
180,92,carbon fibers,,True
180,93,to binder ratio,,True
180,94,Cellulose fiber,,True
180,95,to binder ratio,,True
180,96,Testing Apparatus,,True
